,_id,w_date,w_weight,w_fat,w_exer,w_drunk,w_val_a,w_val_b,w_val_c,w_check_a,w_check_b,w_check_c,w_memo
285,286,2019-06-24,8720,0,false,false,0,0,0,false,false,false,"Summe: 1750 kcal
FrÃ¼hstÃ¼ck
- 200 g Fleisch 400 kval
- 150 g Honigmelone; 100 kcal
- 1 Butterfinger: 250 kcal

Mittagessen: 850
- 200 g Thunfisch: 250
- Suppe: 250 kcal
- Melonw: 100 kcal
- Butterfinger: 250 kval

Abendessen
- Thunfisch 200 kcal
- Suppe : 210 jcal"
286,287,2019-06-25,8770,0,false,false,0,0,0,false,false,false,"Summe: 1050 
FrÃ¼hstÃ¼ck
-- 200 g SchweinerÃ¼cken mit SoÃŸe 250 kcal
-- Halbes BrÃ¶tchen: 100 kcal
Mittagessen: 700 kcL
-- 200 g Tunfisch 250 kcal
-- Salat: 250 kcal
--- Suppe: 200 kcal"
287,288,2019-06-26,8830,0,false,false,0,0,0,false,false,false,
288,289,2019-06-27,8830,0,false,false,0,0,0,false,false,false,Kein Abendessen
289,290,2019-06-28,8740,0,false,false,0,0,0,false,false,false,"Summe: 1850 kcal 
Fruhstuck: 850
 -- 200 g Tortellini: 250 kcal
-- 100 g KÃ¤se: 400 kval
--- 150 g RINDFLEISCH: 200 KCAL
----
Mittagessen: 1000
-- Tuhnfisch: 250 kcal
-- Salad: 300kcal
-- 500 g Kirschdn: 350 kcal
-- Rafoell 70 kcL
-- Minimary: 130 kcal"
290,291,2019-06-29,0,0,false,false,0,0,0,false,false,false,
291,292,2019-07-01,0,0,false,false,0,0,0,false,false,false,
292,293,2019-06-30,0,0,false,false,0,0,0,false,false,false,
293,294,2019-07-02,0,0,false,false,0,0,0,false,false,false,
294,295,2019-07-04,0,0,false,false,0,0,0,false,false,false,
295,296,2019-07-03,0,0,false,false,0,0,0,false,false,false,
296,297,2019-07-05,0,0,false,false,0,0,0,false,false,false,
297,298,2019-07-06,0,0,false,false,0,0,0,false,false,false,
298,299,2019-07-07,0,0,false,false,0,0,0,false,false,false,
299,300,2019-07-08,0,0,false,false,0,0,0,false,false,false,
300,301,2019-07-10,0,0,false,false,0,0,0,false,false,false,
301,302,2019-07-09,0,0,false,false,0,0,0,false,false,false,
302,303,2019-07-11,0,0,false,false,0,0,0,false,false,false,
303,304,2019-07-13,0,0,false,false,0,0,0,false,false,false,
304,305,2019-07-12,0,0,false,false,0,0,0,false,false,false,
305,306,2019-07-16,0,0,false,false,0,0,0,false,false,false,
306,307,2019-07-15,0,0,false,false,0,0,0,false,false,false,
307,308,2019-07-14,0,0,false,false,0,0,0,false,false,false,
308,309,2019-07-17,0,0,false,false,0,0,0,false,false,false,
309,310,2019-07-18,0,0,false,false,0,0,0,false,false,false,
310,311,2019-07-19,0,0,false,false,0,0,0,false,false,false,
311,312,2019-07-21,0,0,false,false,0,0,0,false,false,false,
312,313,2019-07-20,0,0,false,false,0,0,0,false,false,false,
313,314,2019-07-22,0,0,false,false,0,0,0,false,false,false,
314,315,2019-07-23,0,0,false,false,0,0,0,false,false,false,
315,316,2019-07-24,8860,0,false,false,0,0,0,false,false,false,
316,317,2019-07-25,0,0,false,false,0,0,0,false,false,false,
317,318,2019-07-27,8920,0,false,false,0,0,0,false,false,false,
318,319,2019-07-26,0,0,false,false,0,0,0,false,false,false,
319,320,2019-07-29,0,0,false,false,0,0,0,false,false,false,
320,321,2019-07-28,0,0,false,false,0,0,0,false,false,false,
321,322,2019-07-30,0,0,false,false,0,0,0,false,false,false,
322,323,2019-07-31,0,0,false,false,0,0,0,false,false,false,
323,324,2019-08-01,8960,0,false,false,0,0,0,false,false,false,"Summe: 600 kcal 
FrÃ¼hstÃ¼ck:
- 200 g Schweinefleisch:  350 kcal
- Ein BrÃ¶tchen 240 kcal"
324,325,2019-08-03,0,0,false,false,0,0,0,false,false,false,
325,326,2019-08-02,0,0,false,false,0,0,0,false,false,false,
326,327,2019-08-04,9060,0,false,false,0,0,0,false,false,false,Pizza zum FrÃ¼hstÃ¼ck
327,328,2019-08-05,8960,0,false,false,0,0,0,false,false,false,"Sumne: 950 kcL 
FrÃ¼hstÃ¼ck: 
-- 200 g Hinterschinken: 300 kcL
Mittagessen
-- 200 g Schweinefleisch 500 kcal
--- 300 g Sauerkraut: 150 kca"
328,329,2019-08-06,8970,0,false,true,0,0,0,false,false,false,"GroÃŸes Abendessen ( 3 Steak, 1 Bubble Eis, 300 g Wassermelone, 40 g Rosien,"
329,330,2019-08-07,8960,0,false,false,0,0,0,false,false,false,"Summe: 750
# Breakfast:
-- 300 g Steak: 600 kcal
--- 0,5 Beagle: 150 kcal
+++ 750"
330,331,2019-08-09,0,0,false,false,0,0,0,false,false,false,
331,332,2019-08-08,0,0,false,false,0,0,0,false,false,false,
332,333,2019-08-12,0,0,false,false,0,0,0,false,false,false,
333,334,2019-08-11,0,0,false,false,0,0,0,false,false,false,
334,335,2019-08-10,0,0,false,false,0,0,0,false,false,false,
335,336,2019-08-13,9060,0,false,false,0,0,0,false,false,false,
336,337,2019-08-14,8970,0,false,false,0,0,0,false,false,false,"Sum: 3530
 +++Breakfast: 633
- BumBum Ice: 150 kval
- Schokolade: 150 kcal
- Schaschlik: 333 kcal
+++ Mittagessen:1400
-- Schnitzel: 400 
-- Tuhnfisch: 250 
--- 2 warps: 600 
-- ğŸ¥— 200 
Ab.: 1300
- 1 Scheibe LeberkÃ¤se: 250 
- 1 wurst: 250 
-  Nudelsalat: 250 
- Stockbrot 250
-- schussle eis 300"
337,338,2019-08-15,8980,0,false,false,0,0,0,false,false,false,
338,339,2019-08-16,8900,0,false,false,0,0,0,false,false,false,
339,340,2019-08-17,8860,0,false,false,0,0,0,false,false,false,"Summe: 2300 kcal
- 3* 160 kcal toasty: 480 
- Bunle gum eis: 200 kal
- Kaktuseis: 200
- Kalematie: 250 
- Schokolade: 160
Mittagessen:
-- 300 g chickem : 700 kcAl
- chines leftover 400 kcal"
340,341,2019-08-18,8820,0,false,false,0,0,0,false,false,false,
341,342,2019-08-19,8790,0,false,false,0,0,0,false,false,false,"Summe: 1500 
FrÃ¼hstÃ¼ck:
- 350*3,5 Kassler: 525 kcal
- Spagetti: 275 kcal
Mittagessen:
-1 Dose Thunfisch: 200 kcal
- 2 kleine Schusselb Mais: 500 kcal"
342,343,2019-08-20,8950,0,false,false,0,0,0,false,false,false,"Summe 900 kcal
FrÃ¼hstÃ¼ck:
-- 300 G Fleisch: 450 kcal
--- 200 g Nudel mit Schmelz: 500 kcal"
343,344,2019-08-21,8800,0,false,false,0,0,0,false,false,false,
344,345,2019-08-26,9120,0,false,false,0,0,0,false,false,false,
345,346,2019-08-25,0,0,false,false,0,0,0,false,false,false,
346,347,2019-08-24,0,0,false,false,0,0,0,false,false,false,
347,348,2019-08-23,0,0,false,false,0,0,0,false,false,false,
348,349,2019-08-22,0,0,false,false,0,0,0,false,false,false,
349,350,2019-08-27,8950,0,false,false,0,0,0,false,false,false,
350,351,2019-08-28,8860,0,false,false,0,0,0,false,false,false,
351,352,2019-08-29,8790,0,false,false,0,0,0,false,false,false,
352,353,2019-08-30,8860,0,false,false,0,0,0,false,false,false,
353,354,2019-08-31,8770,0,false,false,0,0,0,false,false,false,
354,355,2019-09-01,8920,0,false,false,0,0,0,false,false,false,
355,356,2019-09-02,9000,0,false,false,0,0,0,false,false,false,
356,357,2019-09-03,8930,0,false,false,0,0,0,false,false,false,
357,358,2019-09-04,8860,0,false,false,0,0,0,false,false,false,
358,359,2019-09-05,8810,0,false,false,0,0,0,false,false,false,
359,360,2019-09-06,8910,0,false,false,0,0,0,false,false,false,
360,361,2019-09-07,8750,0,false,false,0,0,0,false,false,false,
361,362,2019-09-09,9000,0,false,false,0,0,0,false,false,false,
362,363,2019-09-08,8910,0,false,false,0,0,0,false,false,false,
363,364,2019-09-10,8860,0,false,false,0,0,0,false,false,false,
364,365,2019-09-11,8820,0,false,false,0,0,0,false,false,false,
365,366,2019-09-12,8820,0,false,false,0,0,0,false,false,false,
366,367,2019-09-13,8770,0,false,false,0,0,0,false,false,false,
367,368,2019-09-17,8920,0,false,false,0,0,0,false,false,false,
368,369,2019-09-16,0,0,false,false,0,0,0,false,false,false,
369,370,2019-09-15,0,0,false,false,0,0,0,false,false,false,
370,371,2019-09-14,0,0,false,false,0,0,0,false,false,false,
371,372,2019-09-18,9020,0,false,false,0,0,0,false,false,false,
372,373,2019-09-20,8780,0,false,false,0,0,0,false,false,false,
373,374,2019-09-19,0,0,false,false,0,0,0,false,false,false,
374,375,2019-09-22,8910,0,false,false,0,0,0,false,false,false,
375,376,2019-09-21,0,0,false,false,0,0,0,false,false,false,
376,377,2019-09-24,8830,0,false,false,0,0,0,false,false,false,
377,378,2019-09-23,8930,0,false,false,0,0,0,false,false,false,
378,379,2019-09-25,8750,0,false,false,0,0,0,false,false,false,
379,380,2019-09-26,8770,0,false,false,0,0,0,false,false,false,
380,381,2019-09-27,8820,0,false,false,0,0,0,false,false,false,
381,382,2019-09-28,8920,0,false,false,0,0,0,false,false,false,
382,383,2019-09-29,8870,0,false,false,0,0,0,false,false,false,
383,384,2019-09-30,8910,0,false,false,0,0,0,false,false,false,
384,385,2019-10-02,8910,0,false,false,0,0,0,false,false,false,
385,386,2019-10-01,8910,0,false,false,0,0,0,false,false,false,
386,387,2019-10-03,8950,0,false,false,0,0,0,false,false,false,
387,388,2019-10-04,8950,0,false,false,0,0,0,false,false,false,
388,389,2019-10-05,0,0,false,false,0,0,0,false,false,false,
389,390,2019-10-07,8970,0,false,false,0,0,0,false,false,false,
390,391,2019-10-06,0,0,false,false,0,0,0,false,false,false,
391,392,2019-10-08,9050,0,false,false,0,0,0,false,false,false,
392,393,2019-10-09,9120,0,false,false,0,0,0,false,false,false,
393,394,2019-10-10,9050,0,false,false,0,0,0,false,false,false,
394,395,2019-10-11,9050,0,false,false,0,0,0,false,false,false,
395,396,2019-10-13,9000,0,false,false,0,0,0,false,false,false,
396,397,2019-10-12,0,0,false,false,0,0,0,false,false,false,
397,398,2019-10-14,9050,0,false,false,0,0,0,false,false,false,
398,399,2019-10-15,0,0,false,false,0,0,0,false,false,false,
399,400,2019-10-19,0,0,false,false,0,0,0,false,false,false,
400,401,2019-10-18,0,0,false,false,0,0,0,false,false,false,
401,402,2019-10-17,0,0,false,false,0,0,0,false,false,false,
402,403,2019-10-16,0,0,false,false,0,0,0,false,false,false,
403,404,2019-10-23,0,0,false,false,0,0,0,false,false,false,
404,405,2019-10-22,0,0,false,false,0,0,0,false,false,false,
405,406,2019-10-21,0,0,false,false,0,0,0,false,false,false,
406,407,2019-10-20,0,0,false,false,0,0,0,false,false,false,
407,408,2019-10-26,0,0,false,false,0,0,0,false,false,false,
408,409,2019-10-25,0,0,false,false,0,0,0,false,false,false,
409,410,2019-10-24,0,0,false,false,0,0,0,false,false,false,
410,411,2019-10-27,0,0,false,false,0,0,0,false,false,false,
411,412,2019-10-28,0,0,false,false,0,0,0,false,false,false,
412,413,2019-10-29,9000,0,false,false,0,0,0,false,false,false,
413,414,2019-10-30,8950,0,false,false,0,0,0,false,false,false,
414,415,2019-10-31,8920,0,false,false,0,0,0,false,false,false,
415,416,2019-11-01,8870,0,false,false,0,0,0,false,false,false,
416,417,2019-11-05,8890,0,false,false,0,0,0,false,false,false,
417,418,2019-11-04,0,0,false,false,0,0,0,false,false,false,
418,419,2019-11-03,9000,0,false,false,0,0,0,false,false,false,
419,420,2019-11-02,9100,0,false,false,0,0,0,false,false,false,
420,421,2019-11-06,8830,0,false,false,0,0,0,false,false,false,
421,422,2019-11-07,8830,0,false,false,0,0,0,false,false,false,
422,423,2019-11-09,8930,0,false,false,0,0,0,false,false,false,
423,424,2019-11-08,8900,0,false,false,0,0,0,false,false,false,
424,425,2019-11-10,8940,0,false,false,0,0,0,false,false,false,
425,426,2019-11-11,8830,0,false,false,0,0,0,false,false,false,
426,427,2019-11-12,8790,0,false,false,0,0,0,false,false,false,
427,428,2019-11-13,8890,0,false,false,0,0,0,false,false,false,
428,429,2019-11-14,8870,0,false,false,0,0,0,false,false,false,
429,430,2019-11-15,8870,0,false,false,0,0,0,false,false,false,
430,431,2019-11-16,8910,0,false,false,0,0,0,false,false,false,
431,432,2019-11-17,8670,0,false,false,0,0,0,false,false,false,
432,433,2019-11-18,8790,0,false,false,0,0,0,false,false,false,
433,434,2019-11-19,8930,0,false,false,0,0,0,false,false,false,
434,435,2019-11-27,8900,0,false,false,0,0,0,false,false,false,
435,436,2019-11-26,0,0,false,false,0,0,0,false,false,false,
436,437,2019-11-25,0,0,false,false,0,0,0,false,false,false,
437,438,2019-11-24,0,0,false,false,0,0,0,false,false,false,
438,439,2019-11-23,0,0,false,false,0,0,0,false,false,false,
439,440,2019-11-22,0,0,false,false,0,0,0,false,false,false,
440,441,2019-11-21,0,0,false,false,0,0,0,false,false,false,
441,442,2019-11-20,0,0,false,false,0,0,0,false,false,false,
442,443,2019-12-05,8830,0,false,false,0,0,0,false,false,false,
443,444,2019-12-04,0,0,false,false,0,0,0,false,false,false,
444,445,2019-12-03,0,0,false,false,0,0,0,false,false,false,
445,446,2019-12-02,0,0,false,false,0,0,0,false,false,false,
446,447,2019-12-01,0,0,false,false,0,0,0,false,false,false,
447,448,2019-11-30,0,0,false,false,0,0,0,false,false,false,
448,449,2019-11-29,0,0,false,false,0,0,0,false,false,false,
449,450,2019-11-28,0,0,false,false,0,0,0,false,false,false,
450,451,2019-12-06,8890,0,false,false,0,0,0,false,false,false,
451,452,2019-12-10,0,0,false,false,0,0,0,false,false,false,
452,453,2019-12-09,0,0,false,false,0,0,0,false,false,false,
453,454,2019-12-08,0,0,false,false,0,0,0,false,false,false,
454,455,2019-12-07,0,0,false,false,0,0,0,false,false,false,
455,456,2019-12-22,9060,0,false,false,0,0,0,false,false,false,
456,457,2019-12-21,0,0,false,false,0,0,0,false,false,false,
457,458,2019-12-20,0,0,false,false,0,0,0,false,false,false,
458,459,2019-12-19,0,0,false,false,0,0,0,false,false,false,
459,460,2019-12-18,0,0,false,false,0,0,0,false,false,false,
460,461,2019-12-17,0,0,false,false,0,0,0,false,false,false,
461,462,2019-12-16,0,0,false,false,0,0,0,false,false,false,
462,463,2019-12-15,0,0,false,false,0,0,0,false,false,false,
463,464,2019-12-14,0,0,false,false,0,0,0,false,false,false,
464,465,2019-12-13,0,0,false,false,0,0,0,false,false,false,
465,466,2019-12-12,0,0,false,false,0,0,0,false,false,false,
466,467,2019-12-11,0,0,false,false,0,0,0,false,false,false,
467,468,2019-12-23,9020,0,false,false,0,0,0,false,false,false,
468,469,2019-12-28,9122,0,false,false,0,0,0,false,false,false,
469,470,2019-12-27,0,0,false,false,0,0,0,false,false,false,
470,471,2019-12-26,0,0,false,false,0,0,0,false,false,false,
471,472,2019-12-25,0,0,false,false,0,0,0,false,false,false,
472,473,2019-12-24,0,0,false,false,0,0,0,false,false,false,
473,474,2019-12-29,9050,0,false,false,0,0,0,false,false,false,
474,475,2019-12-30,8970,0,false,false,0,0,0,false,false,false,
475,476,2020-01-03,9030,0,false,false,0,0,0,false,false,false,
476,477,2020-01-02,9060,0,false,false,0,0,0,false,false,false,
477,478,2020-01-01,9120,0,false,false,0,0,0,false,false,false,
478,479,2019-12-31,9020,0,false,false,0,0,0,false,false,false,
479,480,2020-01-04,8940,0,false,false,0,0,0,false,false,false,
480,481,2020-01-05,8890,0,false,false,0,0,0,false,false,false,
481,482,2020-01-06,9000,0,false,false,0,0,0,false,false,false,
482,483,2020-01-07,9000,0,false,false,0,0,0,false,false,false,
483,484,2020-01-08,8970,0,false,false,0,0,0,false,false,false,
484,485,2020-01-09,8860,0,false,false,0,0,0,false,false,false,
485,486,2020-01-10,8890,0,false,false,0,0,0,false,false,false,
486,487,2020-01-11,8820,0,false,false,0,0,0,false,false,false,
487,488,2020-01-12,8940,0,false,false,0,0,0,false,false,false,
488,489,2020-01-14,9020,0,false,false,0,0,0,false,false,false,
489,490,2020-01-13,0,0,false,false,0,0,0,false,false,false,
490,491,2020-01-15,8950,0,false,false,0,0,0,false,false,false,
491,492,2020-01-17,8940,0,false,false,0,0,0,false,false,false,
492,493,2020-01-16,0,0,false,false,0,0,0,false,false,false,
493,494,2020-01-19,8980,0,false,false,0,0,0,false,false,false,
494,495,2020-01-18,0,0,false,false,0,0,0,false,false,false,
495,496,2020-01-20,8900,0,false,false,0,0,0,false,false,false,
496,497,2020-01-21,8880,0,false,false,0,0,0,false,false,false,
497,498,2020-01-22,8800,0,false,false,0,0,0,false,false,false,
498,499,2020-01-23,8810,0,false,false,0,0,0,false,false,false,
499,500,2020-01-24,8870,0,false,false,0,0,0,false,false,false,
500,501,2020-01-25,8720,0,false,false,0,0,0,false,false,false,
501,502,2020-01-28,9000,0,false,false,0,0,0,false,false,false,
502,503,2020-01-27,9050,0,false,false,0,0,0,false,false,false,
503,504,2020-01-26,8850,0,false,false,0,0,0,false,false,false,
504,505,2020-01-29,8880,0,false,false,0,0,0,false,false,false,
505,506,2020-01-30,8830,0,false,false,0,0,0,false,false,false,
506,507,2020-01-31,8870,0,false,false,0,0,0,false,false,false,
507,508,2020-02-02,8790,0,false,false,0,0,0,false,false,false,
508,509,2020-02-01,0,0,false,false,0,0,0,false,false,false,
509,510,2020-02-03,8990,0,false,false,0,0,0,false,false,false,
510,511,2020-02-04,8920,0,false,false,0,0,0,false,false,false,
511,512,2020-02-05,8910,0,false,false,0,0,0,false,false,false,
512,513,2020-02-06,8890,0,false,false,0,0,0,false,false,false,
513,514,2020-02-08,8850,0,false,false,0,0,0,false,false,false,
514,515,2020-02-07,0,0,false,false,0,0,0,false,false,false,
515,516,2020-02-11,8830,0,false,false,0,0,0,false,false,false,
516,517,2020-02-10,8910,0,false,false,0,0,0,false,false,false,
517,518,2020-02-09,8960,0,false,false,0,0,0,false,false,false,
518,519,2020-02-12,8870,0,false,false,0,0,0,false,false,false,
519,520,2020-02-13,8870,0,false,false,0,0,0,false,false,false,
520,521,2020-02-15,0,0,false,false,0,0,0,false,false,false,
521,522,2020-02-14,0,0,false,false,0,0,0,false,false,false,
522,523,2020-02-18,8820,0,false,false,0,0,0,false,false,false,
523,524,2020-02-17,0,0,false,false,0,0,0,false,false,false,
524,525,2020-02-16,0,0,false,false,0,0,0,false,false,false,
525,526,2020-02-25,8950,0,false,false,0,0,0,false,false,false,
526,527,2020-02-24,8950,0,false,false,0,0,0,false,false,false,
527,528,2020-02-23,0,0,false,false,0,0,0,false,false,false,
528,529,2020-02-22,0,0,false,false,0,0,0,false,false,false,
529,530,2020-02-21,0,0,false,false,0,0,0,false,false,false,
530,531,2020-02-20,0,0,false,false,0,0,0,false,false,false,
531,532,2020-02-19,0,0,false,false,0,0,0,false,false,false,
532,533,2020-02-26,8850,0,false,false,0,0,0,false,false,false,
533,534,2020-02-27,8840,0,false,false,0,0,0,false,false,false,
534,535,2020-02-28,8790,0,false,false,0,0,0,false,false,false,
535,536,2020-02-29,8780,0,false,false,0,0,0,false,false,false,
536,537,2020-03-01,8960,0,false,false,0,0,0,false,false,false,
537,538,2020-03-02,9000,0,false,false,0,0,0,false,false,false,
538,539,2020-03-03,8940,0,false,false,0,0,0,false,false,false,
539,540,2020-03-04,8890,0,false,false,0,0,0,false,false,false,
540,541,2020-03-05,8900,0,false,false,0,0,0,false,false,false,
541,542,2020-03-08,8860,0,false,false,0,0,0,false,false,false,
542,543,2020-03-07,9050,0,false,false,0,0,0,false,false,false,
543,544,2020-03-06,8990,0,false,false,0,0,0,false,false,false,
544,545,2020-03-09,8900,0,false,false,0,0,0,false,false,false,
545,546,2020-03-10,8850,0,false,false,0,0,0,false,false,false,
546,547,2020-03-11,8820,0,false,false,0,0,0,false,false,false,
547,548,2020-03-12,8820,0,false,false,0,0,0,false,false,false,
548,549,2020-03-13,8800,0,false,false,0,0,0,false,false,false,
549,550,2020-03-17,8930,0,false,false,0,0,0,false,false,false,
550,551,2020-03-16,8930,0,false,false,0,0,0,false,false,false,
551,552,2020-03-15,8930,0,false,false,0,0,0,false,false,false,
552,553,2020-03-14,0,0,false,false,0,0,0,false,false,false,
553,554,2020-03-25,8920,0,false,false,0,0,0,false,false,false,
554,555,2020-03-24,0,0,false,false,0,0,0,false,false,false,
555,556,2020-03-23,0,0,false,false,0,0,0,false,false,false,
556,557,2020-03-22,8920,0,false,false,0,0,0,false,false,false,
557,558,2020-03-21,0,0,false,false,0,0,0,false,false,false,
558,559,2020-03-20,0,0,false,false,0,0,0,false,false,false,
559,560,2020-03-19,0,0,false,false,0,0,0,false,false,false,
560,561,2020-03-18,0,0,false,false,0,0,0,false,false,false,
561,562,2020-03-26,8870,0,false,false,0,0,0,false,false,false,
562,563,2020-03-27,8830,0,false,false,0,0,0,false,false,false,
563,564,2020-03-28,8920,0,false,false,0,0,0,false,false,false,
564,565,2020-03-29,8930,0,false,false,0,0,0,false,false,false,
565,566,2020-03-30,8970,0,false,false,0,0,0,false,false,false,
566,567,2020-03-31,8770,0,false,false,0,0,0,false,false,false,
567,568,2020-04-01,8710,0,false,false,0,0,0,false,false,false,
568,569,2020-04-02,8710,0,false,false,0,0,0,false,false,false,
569,570,2020-04-03,8710,0,false,false,0,0,0,false,false,false,
570,571,2020-04-05,8830,0,false,false,0,0,0,false,false,false,
571,572,2020-04-04,8790,0,false,false,0,0,0,false,false,false,
572,573,2020-04-06,8830,0,false,false,0,0,0,false,false,false,
573,574,2020-04-07,8790,0,false,false,0,0,0,false,false,false,
574,575,2020-04-08,8770,0,false,false,0,0,0,false,false,false,
575,576,2020-04-10,0,0,false,false,0,0,0,false,false,false,
576,577,2020-04-09,0,0,false,false,0,0,0,false,false,false,
